ZnO-LDAU_5.00_6.50.out 8.9884 11.8250 2.8366
ZnO-LDAU_5.00_7.00.out 8.9303 11.8858 2.9555
ZnO-LDAU_5.00_7.50.out 8.8725 11.9453 3.0728
ZnO-LDAU_5.00_8.00.out 8.8149 12.0034 3.1885
ZnO-LDAU_5.00_8.50.out 8.7576 12.0601 3.3025
ZnO-LDAU_5.00_9.00.out 8.7009 12.1157 3.4148
ZnO-LDAU_5.00_9.50.out 8.6446 12.1699 3.5253
ZnO-LDAU_5.50_10.00.out 8.5195 12.2146 3.6951
ZnO-LDAU_5.50_10.50.out 8.4620 12.2665 3.8045
ZnO-LDAU_5.50_11.00.out 8.4053 12.3174 3.9121
ZnO-LDAU_5.50_11.50.out 8.3492 12.3671 4.0179
ZnO-LDAU_5.50_12.00.out 8.2941 12.4159 4.1218
ZnO-LDAU_5.50_4.00.out 9.2337 11.4895 2.2558
ZnO-LDAU_5.50_4.50.out 9.1749 11.5582 2.3833
ZnO-LDAU_5.50_5.00.out 9.1156 11.6253 2.5097
ZnO-LDAU_5.50_5.50.out 9.0557 11.6905 2.6348
ZnO-LDAU_5.50_6.00.out 8.9956 11.7543 2.7587
ZnO-LDAU_5.50_6.50.out 8.9355 11.8166 2.8811
ZnO-LDAU_5.50_7.00.out 8.8753 11.8774 3.0021
ZnO-LDAU_5.50_7.50.out 8.8151 11.9369 3.1218
ZnO-LDAU_5.50_8.00.out 8.7553 11.9949 3.2396
ZnO-LDAU_5.50_8.50.out 8.6956 12.0517 3.3561
ZnO-LDAU_5.50_9.00.out 8.6364 12.1072 3.4708
ZnO-LDAU_5.50_9.50.out 8.5777 12.1615 3.5838
ZnO-LDAU_6.00_10.00.out 8.4532 12.2063 3.7531
ZnO-LDAU_6.00_10.50.out 8.3932 12.2583 3.8651
ZnO-LDAU_6.00_11.00.out 8.3340 12.3091 3.9751
ZnO-LDAU_6.00_11.50.out 8.2754 12.3589 4.0835
ZnO-LDAU_6.00_12.00.out 8.2176 12.4076 4.19
ZnO-LDAU_6.00_4.00.out 9.1928 11.4812 2.2884
ZnO-LDAU_6.00_4.50.out 9.1322 11.5500 2.4178
ZnO-LDAU_6.00_5.00.out 9.0710 11.6169 2.5459
ZnO-LDAU_6.00_5.50.out 9.0093 11.6823 2.673
ZnO-LDAU_6.00_6.00.out 8.9473 11.7460 2.7987
ZnO-LDAU_6.00_6.50.out 8.8851 11.8083 2.9232
ZnO-LDAU_6.00_7.00.out 8.8227 11.8691 3.0464
ZnO-LDAU_6.00_7.50.out 8.7605 11.9286 3.1681
ZnO-LDAU_6.00_8.00.out 8.6984 11.9867 3.2883
ZnO-LDAU_6.00_8.50.out 8.6365 12.0435 3.407
ZnO-LDAU_6.00_9.00.out 8.5750 12.0989 3.5239
ZnO-LDAU_6.00_9.50.out 8.5138 12.1532 3.6394
ZnO-LDAU_6.50_10.00.out 8.3900 12.1982 3.8082
ZnO-LDAU_6.50_10.50.out 8.3275 12.2501 3.9226
ZnO-LDAU_6.50_11.00.out 8.2658 12.3010 4.0352
ZnO-LDAU_6.50_11.50.out 8.2048 12.3507 4.1459
ZnO-LDAU_6.50_12.00.out 8.1444 12.3994 4.255
ZnO-LDAU_6.50_4.00.out 9.1539 11.4732 2.3193
ZnO-LDAU_6.50_4.50.out 9.0917 11.5420 2.4503
ZnO-LDAU_6.50_5.00.out 9.0287 11.6089 2.5802
ZnO-LDAU_6.50_5.50.out 8.9652 11.6742 2.709
ZnO-LDAU_6.50_6.00.out 8.9013 11.7380 2.8367
ZnO-LDAU_6.50_6.50.out 8.8371 11.8003 2.9632
ZnO-LDAU_6.50_7.00.out 8.7727 11.8610 3.0883
ZnO-LDAU_6.50_7.50.out 8.7084 11.9205 3.2121
ZnO-LDAU_6.50_8.00.out 8.6442 11.9786 3.3344
ZnO-LDAU_6.50_8.50.out 8.5801 12.0354 3.4553
ZnO-LDAU_6.50_9.00.out 8.5163 12.0908 3.5745
ZnO-LDAU_6.50_9.50.out 8.4529 12.1451 3.6922
ZnO-LDAU_7.00_10.00.out 8.3295 12.1903 3.8608
ZnO-LDAU_7.00_10.50.out 8.2648 12.2422 3.9774
ZnO-LDAU_7.00_11.00.out 8.2006 12.2930 4.0924
ZnO-LDAU_7.00_11.50.out 8.1372 12.3428 4.2056
ZnO-LDAU_7.00_12.00.out 8.0745 12.3915 4.317
ZnO-LDAU_7.00_4.00.out 9.1169 11.4654 2.3485
ZnO-LDAU_7.00_4.50.out 9.0530 11.5341 2.4811
ZnO-LDAU_7.00_5.00.out 8.9885 11.6011 2.6126
ZnO-LDAU_7.00_5.50.out 8.9232 11.6664 2.7432
ZnO-LDAU_7.00_6.00.out 8.8573 11.7300 2.8727
ZnO-LDAU_7.00_6.50.out 8.7913 11.7923 3.001
ZnO-LDAU_7.00_7.00.out 8.7251 11.8532 3.1281
ZnO-LDAU_7.00_7.50.out 8.6588 11.9126 3.2538
ZnO-LDAU_7.00_8.00.out 8.5925 11.9706 3.3781
ZnO-LDAU_7.00_8.50.out 8.5263 12.0274 3.5011
ZnO-LDAU_7.00_9.00.out 8.4603 12.0829 3.6226
ZnO-LDAU_7.00_9.50.out 8.3948 12.1372 3.7424
ZnO-LDAU_7.50_10.00.out 8.2718 12.1825 3.9107
ZnO-LDAU_7.50_10.50.out 8.2048 12.2344 4.0296
ZnO-LDAU_7.50_11.00.out 8.1384 12.2853 4.1469
ZnO-LDAU_7.50_11.50.out 8.0726 12.3350 4.2624
ZnO-LDAU_7.50_12.00.out 8.0075 12.3837 4.3762
ZnO-LDAU_7.50_4.00.out 9.0816 11.4578 2.3762
ZnO-LDAU_7.50_4.50.out 9.0161 11.5264 2.5103
ZnO-LDAU_7.50_5.00.out 8.9500 11.5935 2.6435
ZnO-LDAU_7.50_5.50.out 8.8829 11.6585 2.7756
ZnO-LDAU_7.50_6.00.out 8.8155 11.7223 2.9068
ZnO-LDAU_7.50_6.50.out 8.7476 11.7845 3.0369
ZnO-LDAU_7.50_7.00.out 8.6796 11.8454 3.1658
ZnO-LDAU_7.50_7.50.out 8.6114 11.9048 3.2934
ZnO-LDAU_7.50_8.00.out 8.5432 11.9629 3.4197
ZnO-LDAU_7.50_8.50.out 8.4750 12.0197 3.5447
ZnO-LDAU_7.50_9.00.out 8.4069 12.0751 3.6682
ZnO-LDAU_7.50_9.50.out 8.3392 12.1294 3.7902
ZnO-LDAU_8.00_10.00.out 8.2166 12.1749 3.9583
ZnO-LDAU_8.00_10.50.out 8.1475 12.2268 4.0793
ZnO-LDAU_8.00_11.00.out 8.0789 12.2776 4.1987
ZnO-LDAU_8.00_11.50.out 8.0108 12.3274 4.3166
ZnO-LDAU_8.00_12.00.out 7.9434 12.3761 4.4327
ZnO-LDAU_8.00_4.00.out 9.0476 11.4501 2.4025
ZnO-LDAU_8.00_4.50.out 8.9808 11.5188 2.538
ZnO-LDAU_8.00_5.00.out 8.9139 11.5866 2.6727
ZnO-LDAU_8.00_5.50.out 8.8447 11.6510 2.8063
ZnO-LDAU_8.00_6.00.out 8.7755 11.7148 2.9393
ZnO-LDAU_8.00_6.50.out 8.7060 11.7770 3.071
ZnO-LDAU_8.00_7.00.out 8.6362 11.8379 3.2017
ZnO-LDAU_8.00_7.50.out 8.5662 11.8972 3.331
ZnO-LDAU_8.00_8.00.out 8.4960 11.9553 3.4593
ZnO-LDAU_8.00_8.50.out 8.4260 12.0121 3.5861
ZnO-LDAU_8.00_9.00.out 8.3559 12.0675 3.7116
ZnO-LDAU_8.00_9.50.out 8.2861 12.1218 3.8357
ZnO-LDAU_8.50_10.00.out 8.1639 12.1674 4.0035
ZnO-LDAU_8.50_10.50.out 8.0927 12.2194 4.1267
ZnO-LDAU_8.50_11.00.out 8.0220 12.2702 4.2482
ZnO-LDAU_8.50_11.50.out 7.9517 12.3199 4.3682
ZnO-LDAU_8.50_12.00.out 7.8821 12.3687 4.4866
ZnO-LDAU_8.50_4.00.out 9.0157 11.4431 2.4274
ZnO-LDAU_8.50_4.50.out 8.9472 11.5115 2.5643
ZnO-LDAU_8.50_5.00.out 8.8790 11.5795 2.7005
ZnO-LDAU_8.50_5.50.out 8.8082 11.6439 2.8357
ZnO-LDAU_8.50_6.00.out 8.7374 11.7074 2.97
ZnO-LDAU_8.50_6.50.out 8.6663 11.7696 3.1033
ZnO-LDAU_8.50_7.00.out 8.5948 11.8304 3.2356
ZnO-LDAU_8.50_7.50.out 8.5230 11.8898 3.3668
ZnO-LDAU_8.50_8.00.out 8.4511 11.9478 3.4967
ZnO-LDAU_8.50_8.50.out 8.3791 12.0046 3.6255
ZnO-LDAU_8.50_9.00.out 8.3072 12.0601 3.7529
ZnO-LDAU_8.50_9.50.out 8.2355 12.1144 3.8789
ZnO-LDAU_9.00_10.00.out 8.1136 12.1601 4.0465
ZnO-LDAU_9.00_10.50.out 8.0404 12.2120 4.1716
ZnO-LDAU_9.00_11.00.out 7.9676 12.2628 4.2952
ZnO-LDAU_9.00_11.50.out 7.8952 12.3126 4.4174
ZnO-LDAU_9.00_12.00.out 7.8235 12.3613 4.5378
ZnO-LDAU_9.00_4.00.out 8.9850 11.4360 2.451
ZnO-LDAU_9.00_4.50.out 8.9150 11.5042 2.5892
ZnO-LDAU_9.00_5.00.out 8.8445 11.5712 2.7267
ZnO-LDAU_9.00_5.50.out 8.7731 11.6366 2.8635
ZnO-LDAU_9.00_6.00.out 8.7009 11.7001 2.9992
ZnO-LDAU_9.00_6.50.out 8.6283 11.7624 3.1341
ZnO-LDAU_9.00_7.00.out 8.5552 11.8232 3.268
ZnO-LDAU_9.00_7.50.out 8.4818 11.8825 3.4007
ZnO-LDAU_9.00_8.00.out 8.4081 11.9406 3.5325
ZnO-LDAU_9.00_8.50.out 8.3344 11.9973 3.6629
ZnO-LDAU_9.00_9.00.out 8.2607 12.0528 3.7921
ZnO-LDAU_9.00_9.50.out 8.1870 12.1071 3.9201
ZnO-LDAU_9.50_10.00.out 8.0654 12.1530 4.0876
ZnO-LDAU_9.50_10.50.out 7.9903 12.2049 4.2146
ZnO-LDAU_9.50_11.00.out 7.9155 12.2557 4.3402
ZnO-LDAU_9.50_11.50.out 7.8412 12.3054 4.4642
ZnO-LDAU_9.50_12.00.out 7.7673 12.3542 4.5869
ZnO-LDAU_9.50_4.00.out 8.9555 11.4290 2.4735
ZnO-LDAU_9.50_4.50.out 8.8842 11.4971 2.6129
ZnO-LDAU_9.50_5.00.out 8.8133 11.5652 2.7519
ZnO-LDAU_9.50_5.50.out 8.7397 11.6294 2.8897
ZnO-LDAU_9.50_6.00.out 8.6663 11.6933 3.027
ZnO-LDAU_9.50_6.50.out 8.5920 11.7552 3.1632
ZnO-LDAU_9.50_7.00.out 8.5173 11.8160 3.2987
ZnO-LDAU_9.50_7.50.out 8.4423 11.8754 3.4331
ZnO-LDAU_9.50_8.00.out 8.3671 11.9334 3.5663
ZnO-LDAU_9.50_8.50.out 8.2916 11.9902 3.6986
ZnO-LDAU_9.50_9.00.out 8.2162 12.0456 3.8294
ZnO-LDAU_9.50_9.50.out 8.1407 12.0999 3.9592
